Query	Quality Threshold	Repetition	Unfairness
Query 3	θ = 0.48	184577	0.01
Query 3	θ = 0.98	144270	0.223146
Query 2	θ = 0.98	195189	0.095085
Query 3	θ = 0.48	140724	0.02
Query 2	θ = 0.78	65093	0.04
Query 1	θ = 0.78	46165	0.186101
Query 3	θ = 0.48	97010	0.002935
Query 3	θ = 0.98	862	0.099548
Query 2	θ = 0.78	136876	0.03
Query 2	θ = 0.28	74427	0.02
Query 3	θ = 0.98	55858	0.163316
Query 2	θ = 0.88	102560	0.044034
Query 2	θ = 0.28	13080	0.01
Query 1	θ = 0.28	121665	0.01
Query 2	θ = 0.78	121785	0.05
Query 1	θ = 0.48	83822	0.035681
Query 3	θ = 0.48	86363	0.010063
Query 3	θ = 0.78	172346	0.083026
Query 2	θ = 0.28	26086	0.01
Query 2	θ = 0.88	95289	0.047033
Query 2	θ = 0.98	119689	0.072055
Query 1	θ = 0.78	86442	0.156005
Query 3	θ = 0.28	174355	0.01
Query 2	θ = 0.48	61898	0.01
Query 3	θ = 0.48	142348	0.02
Query 2	θ = 0.78	58552	0.06
Query 1	θ = 0.78	161594	0.108340
Query 3	θ = 0.98	102308	0.199110
Query 3	θ = 0.78	195672	0.075080
Query 1	θ = 0.48	197825	0.01
Query 2	θ = 0.78	51911	0.05
Query 3	θ = 0.78	125213	0.100662
Query 3	θ = 0.98	158332	0.229943
Query 3	θ = 0.78	177524	0.081228
Query 1	θ = 0.28	141483	0.01
Query 3	θ = 0.88	67474	0.209895
Query 2	θ = 0.78	77323	0.03
Query 1	θ = 0.28	170423	0.01
Query 3	θ = 0.78	37334	0.140488
Query 2	θ = 0.88	69205	0.058515
Query 2	θ = 0.98	44687	0.035104
Query 2	θ = 0.78	8576	0.007903
Query 3	θ = 0.88	9297	0.241385
Query 2	θ = 0.88	99747	0.045189
Query 3	θ = 0.98	6425	0.107540
Query 2	θ = 0.88	5198	0.092957
Query 1	θ = 0.88	63841	0.275927
Query 1	θ = 0.78	57859	0.176982
Query 2	θ = 0.28	151038	0.01
Query 2	θ = 0.88	49250	0.068194
Query 2	θ = 0.88	96019	0.046728
Query 2	θ = 0.48	154236	0.01
Query 3	θ = 0.28	76409	0.01
Query 3	θ = 0.28	188914	0.01
Query 1	θ = 0.48	192907	0.01
Query 2	θ = 0.98	124487	0.073845
Query 2	θ = 0.88	157164	0.024077
Query 1	θ = 0.88	187106	0.218235
Query 2	θ = 0.48	92472	0.01
Query 1	θ = 0.98	78537	0.240539
Query 2	θ = 0.28	166759	0.01
Query 3	θ = 0.98	27517	0.134307
Query 1	θ = 0.28	12750	0.01
Query 3	θ = 0.98	18154	0.123064
Query 1	θ = 0.48	88443	0.033273
Query 1	θ = 0.28	109826	0.01
Query 1	θ = 0.88	190222	0.217013
Query 1	θ = 0.98	66580	0.229226
Query 3	θ = 0.98	58122	0.165360
Query 3	θ = 0.48	166341	0.02
Query 2	θ = 0.88	24638	0.081370
Query 1	θ = 0.48	118670	0.018121
Query 2	θ = 0.48	182914	0.02
Query 2	θ = 0.88	34168	0.076098
Query 2	θ = 0.78	164252	0.03
Query 1	θ = 0.98	164403	0.300388
Query 2	θ = 0.88	89083	0.049648
Query 1	θ = 0.98	21274	0.174822
Query 3	θ = 0.98	99477	0.197245
Query 1	θ = 0.78	67728	0.169535
Query 3	θ = 0.88	10595	0.240591
Query 2	θ = 0.28	39779	0.01
Query 2	θ = 0.98	13296	0.011991
Query 2	θ = 0.48	192512	0.01
Query 3	θ = 0.48	101017	0.000882
Query 3	θ = 0.48	124782	0.01
Query 1	θ = 0.48	27548	0.069053
Query 1	θ = 0.78	173867	0.101436
Query 1	θ = 0.48	142231	0.007396
Query 2	θ = 0.48	198929	0.01
Query 3	θ = 0.98	156181	0.228939
Query 3	θ = 0.28	100910	0.01
Query 2	θ = 0.78	118568	0.03
Query 3	θ = 0.98	44436	0.152432
Query 1	θ = 0.28	122921	0.01
Query 1	θ = 0.98	110254	0.266548
Query 2	θ = 0.98	161779	0.086069
Query 2	θ = 0.48	40670	0.01
Query 1	θ = 0.48	41321	0.060314
Query 1	θ = 0.78	159384	0.109606
Query 2	θ = 0.78	109242	0.03
Query 2	θ = 0.48	81343	0.02
Query 3	θ = 0.48	14520	0.062317
Query 2	θ = 0.88	2947	0.094372
Query 3	θ = 0.98	104314	0.200411
Query 2	θ = 0.48	163594	0.01
Query 2	θ = 0.48	172487	0.01
Query 1	θ = 0.98	129115	0.279585
Query 1	θ = 0.88	49218	0.284530
Query 3	θ = 0.48	80956	0.013750
Query 2	θ = 0.88	25071	0.081130
Query 3	θ = 0.98	182394	0.240405
Query 1	θ = 0.28	173728	0.01
Query 1	θ = 0.78	183444	0.096200
Query 1	θ = 0.78	114482	0.137062
Query 1	θ = 0.98	70351	0.232910
Query 2	θ = 0.28	154649	0.01
Query 1	θ = 0.48	93511	0.030661
Query 1	θ = 0.88	99180	0.257237
Query 1	θ = 0.48	147723	0.005329
Query 1	θ = 0.98	31734	0.189293
Query 3	θ = 0.88	162360	0.172491
Query 1	θ = 0.78	37785	0.192843
Query 1	θ = 0.88	59594	0.278370
Query 3	θ = 0.88	4992	0.244068
Query 2	θ = 0.98	85624	0.057681
Query 1	θ = 0.78	73352	0.165389
Query 1	θ = 0.48	158199	0.001608
Query 1	θ = 0.28	145717	0.01
Query 1	θ = 0.88	46681	0.286080
Query 2	θ = 0.98	3405	0.003213
Query 1	θ = 0.78	86151	0.156209
Query 2	θ = 0.88	29627	0.078579
Query 1	θ = 0.48	13370	0.078358
Query 3	θ = 0.88	55630	0.215666
Query 3	θ = 0.98	187601	0.242500
Query 3	θ = 0.28	146116	0.01
Query 3	θ = 0.48	165403	0.01
Query 1	θ = 0.98	46240	0.207253
Query 2	θ = 0.28	17914	0.01
Query 3	θ = 0.28	117000	0.01
Query 1	θ = 0.88	136402	0.239640
Query 3	θ = 0.28	105168	0.01
Query 2	θ = 0.98	97552	0.063093
Query 3	θ = 0.88	147788	0.177386
Query 1	θ = 0.28	5287	0.01
Query 3	θ = 0.98	21114	0.126724
Query 2	θ = 0.88	193808	0.012755
Query 3	θ = 0.98	85683	0.187637
Query 3	θ = 0.88	19312	0.235339
Query 2	θ = 0.98	130624	0.076040
Query 3	θ = 0.88	22360	0.233556
Query 3	θ = 0.28	107482	0.01
Query 1	θ = 0.48	13104	0.078536
Query 1	θ = 0.78	125903	0.129756
Query 2	θ = 0.78	133073	0.05
Query 1	θ = 0.28	119946	0.01
Query 1	θ = 0.48	117987	0.018452
Query 1	θ = 0.48	114849	0.019981
Query 1	θ = 0.98	70473	0.233022
Query 3	θ = 0.78	92169	0.114453
Query 1	θ = 0.78	100208	0.146517
Query 2	θ = 0.48	133105	0.01
Query 1	θ = 0.88	41105	0.289544
Query 3	θ = 0.48	150409	0.01
Query 2	θ = 0.48	94908	0.01
Query 2	θ = 0.48	839	0.02
Query 2	θ = 0.98	127329	0.074866
Query 3	θ = 0.48	164096	0.01
Query 2	θ = 0.98	98988	0.063705
Query 3	θ = 0.48	17659	0.059919
Query 3	θ = 0.98	81722	0.184704
Query 2	θ = 0.88	34230	0.076064
Query 3	θ = 0.88	1894	0.246052
Query 3	θ = 0.98	173663	0.236766
Query 1	θ = 0.78	128139	0.128350
Query 1	θ = 0.78	132308	0.125757
Query 2	θ = 0.48	107661	0.02
Query 3	θ = 0.88	4345	0.244482
Query 1	θ = 0.88	42978	0.288371
Query 2	θ = 0.28	187465	0.01
Query 1	θ = 0.98	104242	0.262041
Query 3	θ = 0.78	116601	0.104125
Query 2	θ = 0.28	54169	0.01
Query 1	θ = 0.28	73388	0.01
Query 1	θ = 0.78	159349	0.109627
Query 2	θ = 0.78	137958	0.03
Query 2	θ = 0.48	199267	0.01
Query 2	θ = 0.98	136008	0.077895
Query 1	θ = 0.28	100820	0.01
Query 1	θ = 0.78	26421	0.199666
Query 1	θ = 0.28	85864	0.01
Query 3	θ = 0.78	102169	0.110139
Query 1	θ = 0.48	183730	0.01
Query 3	θ = 0.48	23831	0.055256
Query 3	θ = 0.28	116494	0.01
Query 3	θ = 0.88	35831	0.225981
Query 2	θ = 0.48	54719	0.02
Query 2	θ = 0.28	154724	0.01
Query 1	θ = 0.88	115902	0.249026
Query 2	θ = 0.98	165112	0.087040
Query 1	θ = 0.48	25135	0.070614
Query 3	θ = 0.78	63556	0.127500
Query 1	θ = 0.78	199924	0.087475
Query 3	θ = 0.28	9445	0.02
Query 1	θ = 0.88	171377	0.224606
Query 1	θ = 0.78	97652	0.148250
Query 1	θ = 0.98	153821	0.294545
Query 3	θ = 0.98	95256	0.194403
Query 3	θ = 0.78	126942	0.099977
Query 1	θ = 0.88	150824	0.233468
Query 2	θ = 0.88	35141	0.075576
Query 2	θ = 0.28	116281	0.01
Query 1	θ = 0.98	9855	0.157423
Query 3	θ = 0.48	138254	0.01
Query 2	θ = 0.78	63643	0.06
Query 3	θ = 0.98	127101	0.214053
Query 3	θ = 0.28	185321	0.01
Query 1	θ = 0.78	145134	0.117960
Query 1	θ = 0.48	79651	0.037876
Query 3	θ = 0.98	29217	0.136248
Query 1	θ = 0.28	95772	0.01
Query 2	θ = 0.78	47627	0.02
Query 1	θ = 0.98	28755	0.185300
Query 3	θ = 0.48	3735	0.070698
Query 3	θ = 0.78	118898	0.103187
Query 1	θ = 0.98	192994	0.314480
Query 3	θ = 0.28	57248	0.01
Query 2	θ = 0.98	89052	0.059277
Query 2	θ = 0.88	40456	0.072753
Query 1	θ = 0.98	78876	0.240853
Query 1	θ = 0.78	76083	0.163402
Query 3	θ = 0.48	74939	0.017905
Query 1	θ = 0.98	136314	0.284143
Query 1	θ = 0.98	190110	0.313112
Query 3	θ = 0.48	98771	0.001772
Query 2	θ = 0.98	138128	0.078619
Query 3	θ = 0.48	93881	0.005012
Query 3	θ = 0.78	158972	0.087814
Query 3	θ = 0.98	167377	0.234033
Query 2	θ = 0.88	17935	0.085236
Query 1	θ = 0.48	121878	0.016571
Query 1	θ = 0.28	109493	0.01
Query 1	θ = 0.78	162711	0.107700
Query 1	θ = 0.78	73176	0.165517
Query 3	θ = 0.78	28598	0.145050
Query 1	θ = 0.78	78815	0.161427
Query 2	θ = 0.48	24199	0.02
Query 3	θ = 0.98	191511	0.244036
Query 2	θ = 0.98	134957	0.077538
Query 1	θ = 0.28	7102	0.01
Query 2	θ = 0.28	121208	0.01
Query 2	θ = 0.98	95124	0.062024
Query 2	θ = 0.28	167723	0.01
Query 2	θ = 0.98	48153	0.037301
Query 1	θ = 0.98	88867	0.249641
Query 1	θ = 0.88	16174	0.306070
Query 1	θ = 0.88	79292	0.267416
Query 3	θ = 0.98	183160	0.240716
Query 3	θ = 0.48	61185	0.027624
Query 1	θ = 0.98	127261	0.278380
Query 3	θ = 0.78	158243	0.088082
Query 3	θ = 0.78	134060	0.097181
Query 1	θ = 0.98	64908	0.227536
Query 1	θ = 0.98	117551	0.271770
Query 3	θ = 0.28	148959	0.01
Query 1	θ = 0.28	25089	0.01
Query 3	θ = 0.28	23763	0.01
Query 1	θ = 0.48	142450	0.007313
Query 2	θ = 0.28	173240	0.01
Query 2	θ = 0.78	120983	0.05
Query 3	θ = 0.28	89904	0.01
Query 3	θ = 0.48	89578	0.007893
Query 3	θ = 0.88	19572	0.235186
Query 3	θ = 0.78	56456	0.130909
Query 2	θ = 0.78	45368	0.04
Query 3	θ = 0.88	160425	0.173124
Query 2	θ = 0.48	199800	0.02
Query 3	θ = 0.78	179711	0.080474
Query 1	θ = 0.88	144920	0.235950
Query 3	θ = 0.88	71621	0.207945
Query 2	θ = 0.98	115434	0.070432
Query 2	θ = 0.28	86569	0.01
Query 2	θ = 0.98	165316	0.087098
Query 3	θ = 0.28	137544	0.01
Query 2	θ = 0.78	72845	0.02
Query 2	θ = 0.88	65294	0.060334
Query 2	θ = 0.28	178197	0.01
Query 3	θ = 0.88	170935	0.169731
Query 2	θ = 0.98	54088	0.040930
Query 1	θ = 0.88	130304	0.242359
Query 2	θ = 0.88	82269	0.052605
Query 2	θ = 0.78	94435	0.02
Query 3	θ = 0.28	84864	0.01
Query 2	θ = 0.98	150107	0.082522
Query 3	θ = 0.98	188509	0.242859
Query 2	θ = 0.48	172394	0.01
Query 2	θ = 0.88	16901	0.085836
Query 2	θ = 0.78	58983	0.04
Query 3	θ = 0.48	4190	0.070340
Query 1	θ = 0.48	195468	0.01
Query 3	θ = 0.28	58393	0.01
Query 2	θ = 0.88	157532	0.023956
Query 3	θ = 0.48	41628	0.041988
Query 2	θ = 0.78	168423	0.03
Query 1	θ = 0.28	174045	0.01
Query 1	θ = 0.78	76290	0.163251
Query 2	θ = 0.28	6761	0.01
Query 3	θ = 0.28	105433	0.01
Query 3	θ = 0.98	21950	0.127739
Query 3	θ = 0.78	104538	0.109136
Query 2	θ = 0.98	8868	0.008179
Query 2	θ = 0.28	37404	0.01
Query 3	θ = 0.78	6720	0.157082
Query 3	θ = 0.98	169304	0.234882
Query 3	θ = 0.78	69231	0.124821
Query 1	θ = 0.98	114561	0.269673
Query 3	θ = 0.48	180406	0.01
Query 1	θ = 0.48	9878	0.080700
Query 3	θ = 0.78	162067	0.086691
Query 2	θ = 0.78	10161	0.007342
Query 1	θ = 0.48	76392	0.039605
Query 1	θ = 0.88	62481	0.276704
Query 3	θ = 0.48	153424	0.01
Query 3	θ = 0.28	7054	0.01
Query 1	θ = 0.78	140030	0.121034
Query 3	θ = 0.48	34922	0.047052
Query 1	θ = 0.48	40114	0.061068
Query 3	θ = 0.48	13606	0.063019
Query 1	θ = 0.98	114009	0.269279
Query 2	θ = 0.88	193751	0.012773
Query 3	θ = 0.48	71811	0.020088
Query 2	θ = 0.48	176050	0.02
Query 3	θ = 0.98	878	0.099572
Query 1	θ = 0.48	161168	0.000649
Query 1	θ = 0.28	18369	0.01
Query 3	θ = 0.78	53819	0.132201
Query 3	θ = 0.98	117266	0.208407
Query 1	θ = 0.48	78624	0.038419
Query 1	θ = 0.78	116462	0.135778
Query 1	θ = 0.88	47537	0.285556
Query 2	θ = 0.28	186226	0.01
Query 2	θ = 0.78	119688	0.03
Query 1	θ = 0.28	23565	0.01
Query 1	θ = 0.28	128222	0.01
Query 1	θ = 0.88	90998	0.261322
Query 3	θ = 0.88	19978	0.234946
Query 3	θ = 0.78	97528	0.112127
Query 2	θ = 0.88	174971	0.018399
Query 3	θ = 0.28	45112	0.01
Query 1	θ = 0.88	138806	0.238587
Query 2	θ = 0.48	5868	0.01
Query 2	θ = 0.88	165952	0.021236
Query 3	θ = 0.28	28854	0.01
Query 3	θ = 0.98	144889	0.223456
Query 2	θ = 0.28	172786	0.01
Query 3	θ = 0.78	162051	0.086696
Query 3	θ = 0.48	183908	0.01
Query 3	θ = 0.48	146480	0.01
Query 3	θ = 0.28	108420	0.01
Query 2	θ = 0.78	41524	0.02
Query 1	θ = 0.78	91628	0.152385
Query 3	θ = 0.28	69045	0.01
Query 2	θ = 0.78	121337	0.04
Query 1	θ = 0.88	102136	0.255755
Query 2	θ = 0.88	173454	0.018869
Query 1	θ = 0.98	54208	0.216265
Query 1	θ = 0.78	147133	0.116768
Query 1	θ = 0.28	97829	0.01
Query 3	θ = 0.78	77879	0.120835
Query 3	θ = 0.48	60629	0.028023
Query 1	θ = 0.28	39037	0.01
Query 2	θ = 0.98	21492	0.018651
Query 1	θ = 0.28	129955	0.01
Query 1	θ = 0.28	59468	0.01
Query 2	θ = 0.28	23316	0.01
Query 2	θ = 0.78	181643	0.04
Query 3	θ = 0.88	106844	0.192684
Query 3	θ = 0.98	62566	0.169273
Query 2	θ = 0.88	81346	0.053012
Query 3	θ = 0.98	52811	0.160512
Query 3	θ = 0.78	171349	0.083380
Query 2	θ = 0.88	41865	0.072008
Query 3	θ = 0.78	14594	0.152647
Query 1	θ = 0.28	54564	0.01
Query 3	θ = 0.98	108101	0.202817
Query 2	θ = 0.88	123778	0.035789
Query 2	θ = 0.28	101369	0.01
Query 2	θ = 0.78	173514	0.04
Query 1	θ = 0.88	123219	0.245598
Query 3	θ = 0.98	97343	0.195819
Query 2	θ = 0.28	62552	0.01
Query 1	θ = 0.98	127157	0.278311
Query 1	θ = 0.78	33137	0.196394
Query 3	θ = 0.48	16467	0.060828
Query 1	θ = 0.48	2451	0.085749
Query 2	θ = 0.98	23723	0.020385
Query 2	θ = 0.28	79359	0.01
Query 1	θ = 0.78	59336	0.175854
Query 3	θ = 0.48	68468	0.022439
Query 1	θ = 0.28	148806	0.01
Query 2	θ = 0.78	37348	0.04
Query 3	θ = 0.88	54658	0.216150
Query 2	θ = 0.48	96032	0.01
Query 1	θ = 0.48	108330	0.023191
Query 3	θ = 0.48	31493	0.049565
Query 2	θ = 0.28	45131	0.01
Query 3	θ = 0.28	166287	0.01
Query 1	θ = 0.78	3164	0.211571
Query 1	θ = 0.88	128310	0.243262
Query 1	θ = 0.88	115971	0.248994
Query 2	θ = 0.28	184885	0.02
Query 3	θ = 0.88	125319	0.185498
Query 2	θ = 0.28	118326	0.01
Query 3	θ = 0.98	112703	0.205665
Query 3	θ = 0.48	186925	0.01
Query 2	θ = 0.78	71021	0.04
Query 1	θ = 0.48	19060	0.074585
Query 2	θ = 0.88	46564	0.069562
Query 2	θ = 0.48	152369	0.01
Query 1	θ = 0.78	112565	0.138309
Query 1	θ = 0.78	16362	0.204705
Query 1	θ = 0.78	72647	0.165907
Query 2	θ = 0.28	180738	0.01
Query 1	θ = 0.88	69269	0.272872
Query 3	θ = 0.98	159571	0.230515
Query 1	θ = 0.98	15057	0.165574
Query 3	θ = 0.28	15996	0.01
Query 1	θ = 0.48	83392	0.035906
Query 1	θ = 0.98	52058	0.213870
Query 1	θ = 0.88	188551	0.217666
Query 1	θ = 0.48	150717	0.004212
Query 1	θ = 0.78	163778	0.107091
Query 1	θ = 0.78	87434	0.155307
Query 3	θ = 0.88	62402	0.212326
Query 1	θ = 0.78	94995	0.150063
Query 1	θ = 0.28	152916	0.01
Query 2	θ = 0.28	146146	0.01
Query 2	θ = 0.98	90826	0.060095
Query 1	θ = 0.28	38823	0.01
Query 1	θ = 0.48	64119	0.046460
Query 3	θ = 0.28	75994	0.01
Query 3	θ = 0.88	129278	0.184011
Query 2	θ = 0.28	5715	0.01
Query 1	θ = 0.88	111774	0.251010
Query 1	θ = 0.48	129644	0.012864
Query 3	θ = 0.78	69806	0.124552
Query 2	θ = 0.28	73688	0.01
Query 2	θ = 0.78	189070	0.05
Query 3	θ = 0.78	41893	0.138154
Query 1	θ = 0.88	39031	0.290860
Query 3	θ = 0.98	62250	0.169000
Query 3	θ = 0.78	185108	0.078620
Query 2	θ = 0.48	19435	0.02
Query 3	θ = 0.48	182511	0.01
Query 2	θ = 0.48	20370	0.03
Query 3	θ = 0.98	184234	0.241151
Query 3	θ = 0.48	169766	0.01
Query 3	θ = 0.98	127369	0.214202
Query 1	θ = 0.48	126522	0.014347
Query 2	θ = 0.48	129201	0.02
Query 3	θ = 0.78	132798	0.097678
Query 2	θ = 0.98	182041	0.091712
Query 2	θ = 0.48	19519	0.02
Query 3	θ = 0.28	61307	0.01
Query 2	θ = 0.48	73741	0.01
Query 3	θ = 0.78	145484	0.092816
Query 2	θ = 0.78	111337	0.04
Query 1	θ = 0.98	100189	0.258867
Query 3	θ = 0.88	38590	0.224486
Query 1	θ = 0.78	13739	0.206045
Query 1	θ = 0.98	54344	0.216412
Query 1	θ = 0.78	131836	0.126050
Query 2	θ = 0.78	137375	0.04
Query 3	θ = 0.48	163737	0.02
Query 1	θ = 0.28	72274	0.01
Query 2	θ = 0.88	164904	0.021572
Query 3	θ = 0.28	111721	0.01
Query 2	θ = 0.78	25610	0.001093
Query 3	θ = 0.28	12808	0.01
Query 3	θ = 0.78	199432	0.073838
Query 2	θ = 0.28	196361	0.01
Query 2	θ = 0.88	28895	0.078983
Query 1	θ = 0.78	132049	0.125918
Query 3	θ = 0.48	170285	0.01
Query 1	θ = 0.28	124746	0.01
Query 1	θ = 0.98	44016	0.204674
Query 2	θ = 0.48	127843	0.02
Query 1	θ = 0.48	4100	0.084620
Query 1	θ = 0.28	161528	0.01
Query 1	θ = 0.78	106861	0.142062
Query 1	θ = 0.98	5409	0.149587
Query 2	θ = 0.48	111250	0.02
Query 2	θ = 0.98	72246	0.051027
Query 3	θ = 0.28	21231	0.02
Query 3	θ = 0.88	136923	0.181220
Query 1	θ = 0.78	104142	0.143874
Query 3	θ = 0.48	193657	0.01
Query 1	θ = 0.78	173816	0.101464
Query 2	θ = 0.78	51807	0.03
Query 1	θ = 0.78	91745	0.152304
Query 3	θ = 0.48	117333	0.01
Query 2	θ = 0.78	116741	0.02
Query 3	θ = 0.88	30711	0.228811
Query 3	θ = 0.88	184122	0.165638
Query 2	θ = 0.98	187172	0.093053
Query 2	θ = 0.48	186542	0.02
Query 3	θ = 0.98	50559	0.158392
Query 1	θ = 0.88	142511	0.236983
Query 3	θ = 0.98	186852	0.242203
Query 3	θ = 0.98	117929	0.208799
Query 2	θ = 0.78	48236	0.04
Query 3	θ = 0.48	192606	0.01
Query 2	θ = 0.48	91302	0.02
Query 3	θ = 0.78	166829	0.084981
Query 1	θ = 0.98	25618	0.180977
Query 1	θ = 0.78	23395	0.201163
Query 2	θ = 0.28	17426	0.01
Query 3	θ = 0.88	19150	0.235434
Query 1	θ = 0.98	186498	0.311421
Query 3	θ = 0.78	106775	0.108196
Query 2	θ = 0.78	64609	0.03
Query 3	θ = 0.48	41009	0.042453
Query 2	θ = 0.88	122132	0.036402
Query 2	θ = 0.78	62256	0.03
Query 3	θ = 0.88	155818	0.174655
Query 3	θ = 0.28	175567	0.01
Query 2	θ = 0.48	34357	0.01
Query 1	θ = 0.78	78610	0.161574
Query 3	θ = 0.88	64434	0.211339
Query 2	θ = 0.28	15553	0.01
Query 3	θ = 0.88	77853	0.205096
Query 2	θ = 0.88	182644	0.016050
Query 2	θ = 0.88	55485	0.065076
Query 3	θ = 0.28	23261	0.01
Query 3	θ = 0.98	155263	0.228507
Query 3	θ = 0.98	129748	0.215518
Query 1	θ = 0.98	121889	0.274794
Query 1	θ = 0.78	112116	0.138602
Query 1	θ = 0.78	40595	0.190561
Query 2	θ = 0.78	27810	0.000186
Query 3	θ = 0.28	104801	0.01
Query 3	θ = 0.78	65798	0.126436
Query 1	θ = 0.48	146082	0.005944
Query 3	θ = 0.48	62028	0.027019
Query 3	θ = 0.78	130880	0.098426
Query 3	θ = 0.78	17267	0.151173
Query 2	θ = 0.98	117952	0.071399
Query 2	θ = 0.78	127748	0.03
Query 3	θ = 0.88	92109	0.198818
Query 1	θ = 0.78	103467	0.144325
Query 1	θ = 0.98	155912	0.295729
Query 3	θ = 0.48	185160	0.01
Query 3	θ = 0.88	183084	0.165952
Query 2	θ = 0.98	139866	0.079203
Query 2	θ = 0.98	117912	0.071383
Query 2	θ = 0.88	85343	0.051259
Query 1	θ = 0.28	165146	0.01
Query 2	θ = 0.48	76905	0.02
Query 1	θ = 0.88	169958	0.225197
Query 1	θ = 0.88	127091	0.243817
Query 3	θ = 0.88	143177	0.179004
Query 3	θ = 0.88	19714	0.235104
Query 2	θ = 0.48	28144	0.02
Query 2	θ = 0.88	104530	0.043236
Query 2	θ = 0.28	94156	0.01
Query 2	θ = 0.98	58910	0.043740
Query 2	θ = 0.78	199714	0.02
Query 3	θ = 0.88	13072	0.239069
Query 1	θ = 0.88	134615	0.240429
Query 3	θ = 0.78	68947	0.124956
Query 1	θ = 0.48	81372	0.036968
Query 3	θ = 0.78	103559	0.109550
Query 1	θ = 0.98	158927	0.297445
Query 2	θ = 0.88	161519	0.022653
Query 2	θ = 0.78	143657	0.04
Query 3	θ = 0.98	39120	0.147010
Query 2	θ = 0.98	186580	0.092901
Query 2	θ = 0.88	12980	0.088187
Query 1	θ = 0.88	157581	0.230485
Query 3	θ = 0.48	134667	0.01
Query 3	θ = 0.48	163251	0.01
Query 1	θ = 0.88	172776	0.224025
Query 1	θ = 0.28	132463	0.01
Query 3	θ = 0.78	42595	0.137797
Query 1	θ = 0.28	24158	0.01
Query 3	θ = 0.88	178147	0.167466
Query 1	θ = 0.48	171978	0.01
Query 1	θ = 0.88	42503	0.288668
Query 2	θ = 0.88	37180	0.074485
Query 2	θ = 0.88	49801	0.067916
Query 3	θ = 0.28	9293	0.01
Query 3	θ = 0.48	94358	0.004694
Query 3	θ = 0.28	41032	0.01
Query 1	θ = 0.28	164450	0.01
Query 2	θ = 0.28	198630	0.01
Query 1	θ = 0.78	144999	0.118041
Query 3	θ = 0.98	195537	0.245586
Query 2	θ = 0.88	159954	0.023159
Query 3	θ = 0.78	155496	0.089088
Query 1	θ = 0.88	146535	0.235265
Query 3	θ = 0.98	138071	0.219970
Query 3	θ = 0.98	14976	0.119023
Query 1	θ = 0.28	41713	0.01
Query 3	θ = 0.78	192174	0.076236
Query 3	θ = 0.88	182511	0.166122
Query 3	θ = 0.78	11036	0.154636
Query 2	θ = 0.78	163405	0.02
Query 1	θ = 0.88	171300	0.224638
Query 1	θ = 0.98	93887	0.253789
Query 2	θ = 0.48	161512	0.01
Query 3	θ = 0.88	59310	0.213839
Query 2	θ = 0.78	175856	0.04
Query 1	θ = 0.98	146550	0.290346
Query 1	θ = 0.78	152014	0.113886
Query 3	θ = 0.98	16484	0.120954
Query 2	θ = 0.28	175104	0.01
Query 3	θ = 0.48	38614	0.044261
Query 3	θ = 0.88	131061	0.183353
Query 3	θ = 0.98	176761	0.238075
Query 1	θ = 0.88	33294	0.294555
Query 1	θ = 0.28	22936	0.01
Query 2	θ = 0.98	69698	0.049688
Query 3	θ = 0.78	32450	0.143023
Query 2	θ = 0.48	18737	0.01
Query 2	θ = 0.98	29392	0.024639
Query 2	θ = 0.78	111627	0.03
Query 3	θ = 0.48	199113	0.01
Query 2	θ = 0.48	8919	0.02
Query 2	θ = 0.48	101813	0.01
Query 2	θ = 0.78	142701	0.03
Query 1	θ = 0.98	195167	0.315489
Query 3	θ = 0.48	150473	0.01
Query 3	θ = 0.98	138193	0.220034
Query 2	θ = 0.28	609	0.01
Query 2	θ = 0.98	40620	0.032465
Query 1	θ = 0.48	115578	0.019625
Query 3	θ = 0.88	117887	0.188328
Query 1	θ = 0.88	165901	0.226904
Query 1	θ = 0.28	26544	0.01
Query 3	θ = 0.78	169379	0.084073
Query 3	θ = 0.98	161948	0.231602
Query 1	θ = 0.28	134274	0.01
Query 2	θ = 0.98	121048	0.072565
Query 1	θ = 0.88	113793	0.250035
Query 2	θ = 0.78	182168	0.04
Query 1	θ = 0.48	138775	0.008709
Query 3	θ = 0.48	23157	0.055762
Query 2	θ = 0.88	173575	0.018830
Query 1	θ = 0.48	19772	0.074117
Query 2	θ = 0.78	87319	0.02
Query 3	θ = 0.98	7426	0.108933
Query 1	θ = 0.78	167297	0.105101
Query 3	θ = 0.98	53492	0.161143
Query 2	θ = 0.88	123514	0.035890
Query 1	θ = 0.48	153306	0.003252
Query 3	θ = 0.28	36544	0.01
Query 1	θ = 0.48	118988	0.017967
Query 3	θ = 0.48	23883	0.055217
Query 1	θ = 0.88	29684	0.296932
Query 3	θ = 0.98	40660	0.148606
Query 1	θ = 0.48	141778	0.007568
Query 3	θ = 0.98	76334	0.180583
Query 2	θ = 0.78	173168	0.03
Query 2	θ = 0.28	118791	0.01
Query 1	θ = 0.78	170943	0.103061
Query 3	θ = 0.78	26579	0.146127
Query 3	θ = 0.98	128433	0.214793
Query 3	θ = 0.28	71196	0.01
Query 3	θ = 0.28	115053	0.01
Query 2	θ = 0.78	53455	0.04
Query 2	θ = 0.28	153604	0.01
Query 3	θ = 0.28	19038	0.01
Query 1	θ = 0.48	177472	0.01
Query 2	θ = 0.88	143099	0.028835
Query 1	θ = 0.88	6006	0.313242
Query 2	θ = 0.88	170228	0.019883
